报名者编号,城市,性别,相关经验,报名大学,教育水平,主修学科,经验年限,公司规模,公司类型,最近一次新工作,培训时长,是否通过
59303,嘉禾县,女,有相关经验,全日制,专科,文学,10,<10,私营公司,2,224,否
54705,马鞍山县,,有相关经验,非全日制,高中,理学,<1,10-49,早期创业公司,从未,291,否
87528,合肥县,,有相关经验,非全日制,专科,历史学,<1,100-500,融资创业公司,>4,127,否
67168,张家港市,男,有相关经验,全日制,专科,理学,20,100-500,私营公司,1,164,否
41978,玉兰县,,有相关经验,全日制,本科,医学,>20,50-99,早期创业公司,4,291,否
1026,娜县,女,有相关经验,全日制,专科,艺术学,3,10-49,其他,4,237,否
45941,建华市,女,无相关经验,无,硕士,历史学,8,100-500,其他,3,78,否
76387,龙市,男,无相关经验,无,本科,工程学,<1,100-500,非政府组织,>4,17,否
40515,倩市,,无相关经验,无,高中,其他,8,<10,融资创业公司,从未,321,否
52938,明县,女,有相关经验,全日制,高中,历史学,20,<10,其他,从未,112,否
41725,东莞市,男,无相关经验,全日制,硕士,艺术学,4,100-500,其他,从未,235,否
43939,巢湖县,男,有相关经验,非全日制,专科,其他,16,10-49,早期创业公司,>4,124,否
57116,华县,男,无相关经验,无,本科,其他,6,100-500,私营公司,4,157,否
13882,兴安盟县,女,有相关经验,无,专科,经济学,11,100-500,公共部门,1,137,否
61855,淮安市,女,无相关经验,全日制,硕士,艺术学,9,100-500,融资创业公司,1,288,否
69701,香港县,女,有相关经验,无,高中,工程学,15,100-500,非政府组织,从未,314,否
17943,旭县,女,有相关经验,非全日制,硕士,理学,6,50-99,融资创业公司,>4,118,是
16402,瑜县,,有相关经验,无,硕士,文学,11,<10,私营公司,3,157,否
28865,哈尔滨县,,无相关经验,无,本科,经济学,10,<10,早期创业公司,4,3,否
45890,大冶市,,无相关经验,无,专科,教育学,8,<10,非政府组织,2,257,否
81931,关岭市,,有相关经验,非全日制,高中,文学,20,50-99,早期创业公司,从未,254,否
27216,柳市,,无相关经验,非全日制,高中,理学,12,50-99,私营公司,从未,213,否
54140,通辽市,女,无相关经验,非全日制,专科,工程学,16,10-49,公共部门,3,99,否
79237,武汉市,男,有相关经验,全日制,硕士,历史学,16,<10,其他,从未,259,否
65606,桂珍市,女,有相关经验,全日制,高中,管理学,1,50-99,融资创业公司,从未,29,否
50509,西安县,,有相关经验,全日制,硕士,历史学,12,10-49,公共部门,3,34,否
88130,春梅市,,无相关经验,非全日制,本科,教育学,7,100-500,公共部门,4,144,否
78292,海燕市,女,有相关经验,非全日制,高中,管理学,>20,100-500,其他,>4,14,否
44760,淑英市,,有相关经验,非全日制,高中,教育学,<1,10-49,融资创业公司,2,74,否
65203,英市,,有相关经验,无,本科,其他,3,100-500,其他,>4,283,否
68469,六盘水县,男,无相关经验,无,高中,文学,9,100-500,非政府组织,3,243,否
18766,畅市,男,有相关经验,无,本科,哲学,17,50-99,早期创业公司,>4,266,否
80397,呼和浩特县,女,有相关经验,无,硕士,管理学,7,100-500,其他,4,291,否
20056,红市,男,无相关经验,全日制,硕士,其他,8,10-49,其他,3,38,否
45774,巢湖县,女,有相关经验,无,高中,医学,19,100-500,早期创业公司,2,183,否
64664,莹县,女,有相关经验,全日制,本科,工程学,12,<10,早期创业公司,2,168,是
86829,巢湖县,女,无相关经验,全日制,高中,管理学,13,100-500,私营公司,从未,326,否
80543,沈阳县,女,有相关经验,全日制,硕士,教育学,10,10-49,私营公司,>4,248,否
63946,桂芳县,女,有相关经验,无,本科,管理学,9,10-49,其他,从未,56,否
10455,秀荣县,,无相关经验,全日制,硕士,其他,10,100-500,其他,从未,33,否
56973,广州市,男,无相关经验,无,专科,管理学,9,100-500,早期创业公司,1,80,否
40018,斌市,女,有相关经验,无,本科,教育学,2,100-500,非政府组织,3,224,否
78003,香港市,男,无相关经验,非全日制,专科,艺术学,14,100-500,早期创业公司,1,138,否
31643,静市,男,有相关经验,全日制,高中,经济学,2,100-500,公共部门,4,53,否
85390,邯郸县,女,无相关经验,非全日制,硕士,无主修,8,<10,私营公司,>4,11,否
77825,杰县,女,有相关经验,非全日制,专科,哲学,3,100-500,私营公司,3,149,否
73443,郑州市,女,无相关经验,非全日制,高中,医学,20,<10,公共部门,1,178,否
64539,上海县,,无相关经验,全日制,专科,理学,19,50-99,公共部门,从未,87,否
59891,桂荣市,女,有相关经验,非全日制,本科,理学,14,10-49,私营公司,>4,256,是
23424,桂芝市,女,有相关经验,非全日制,硕士,历史学,6,<10,其他,3,122,否
32898,林市,,有相关经验,全日制,硕士,无主修,11,10-49,融资创业公司,1,335,否
46555,洁市,,有相关经验,非全日制,高中,经济学,6,100-500,公共部门,1,75,否
22013,南京县,女,有相关经验,无,本科,理学,>20,50-99,非政府组织,3,258,是
97924,贵阳市,,有相关经验,无,专科,无主修,10,100-500,私营公司,2,296,否
16472,桂荣县,,无相关经验,非全日制,专科,理学,2,50-99,融资创业公司,3,325,否
78637,深圳县,女,无相关经验,全日制,高中,经济学,8,100-500,融资创业公司,1,334,否
83617,辉县,,无相关经验,全日制,高中,无主修,4,10-49,早期创业公司,2,125,否
36224,海门市,女,无相关经验,全日制,硕士,艺术学,11,<10,其他,2,61,否
31921,银川市,男,无相关经验,全日制,专科,文学,13,<10,私营公司,3,185,否
71655,鹏市,,无相关经验,无,本科,无主修,7,10-49,融资创业公司,>4,113,否
3136,辛集县,女,无相关经验,非全日制,专科,其他,<1,<10,融资创业公司,3,310,否
56803,欣县,女,无相关经验,全日制,硕士,教育学,12,10-49,私营公司,2,147,否
28705,欢县,,有相关经验,无,硕士,艺术学,18,<10,非政府组织,4,120,否
32454,宜都县,,无相关经验,全日制,本科,其他,6,<10,其他,4,224,否
6361,哈尔滨县,,有相关经验,非全日制,硕士,管理学,12,10-49,私营公司,3,185,否
74651,兰英市,女,有相关经验,无,本科,经济学,<1,<10,公共部门,2,299,否
55515,惠州县,女,有相关经验,全日制,本科,理学,17,10-49,早期创业公司,3,130,是
18604,武汉县,女,有相关经验,全日制,本科,无主修,17,50-99,融资创业公司,>4,283,否
57289,娜市,男,有相关经验,无,专科,文学,1,50-99,早期创业公司,4,82,否
47407,合肥市,男,无相关经验,无,本科,哲学,7,10-49,融资创业公司,1,292,否
83577,宁德市,女,无相关经验,全日制,专科,理学,20,10-49,早期创业公司,2,24,否
10259,南京县,,有相关经验,非全日制,本科,教育学,10,50-99,私营公司,从未,60,否
80116,凤英市,,无相关经验,非全日制,专科,艺术学,12,100-500,非政府组织,1,184,否
81575,梧州市,女,无相关经验,无,本科,历史学,6,50-99,融资创业公司,4,17,否
49681,大冶市,,无相关经验,非全日制,专科,哲学,20,100-500,融资创业公司,4,281,否
60553,敏市,,有相关经验,全日制,本科,管理学,16,100-500,私营公司,>4,114,否
37256,重庆县,,无相关经验,非全日制,专科,文学,7,<10,私营公司,从未,182,否
25987,哈尔滨县,女,无相关经验,非全日制,高中,文学,2,<10,非政府组织,>4,64,否
42421,东莞市,女,无相关经验,全日制,专科,工程学,4,100-500,私营公司,3,311,否
27538,长沙市,男,无相关经验,无,本科,无主修,6,10-49,公共部门,2,131,否
75377,成都县,男,无相关经验,非全日制,本科,无主修,2,50-99,私营公司,4,294,否
28988,璐市,,无相关经验,非全日制,硕士,文学,16,100-500,非政府组织,4,246,否
88162,太原县,,无相关经验,全日制,本科,无主修,<1,<10,其他,从未,13,否
27252,柳州市,男,有相关经验,全日制,高中,其他,11,10-49,非政府组织,2,103,否
30715,六盘水县,,有相关经验,非全日制,高中,医学,14,100-500,早期创业公司,2,169,否
99635,西安县,男,有相关经验,全日制,本科,艺术学,<1,<10,早期创业公司,3,184,否
20958,伟市,男,有相关经验,无,专科,理学,12,<10,公共部门,1,257,否
84261,阜新市,,无相关经验,全日制,高中,经济学,1,<10,融资创业公司,>4,221,否
76844,兵市,男,有相关经验,无,高中,理学,12,50-99,其他,2,267,否
43011,军市,男,有相关经验,非全日制,硕士,历史学,20,100-500,私营公司,3,93,否
54005,强市,女,无相关经验,非全日制,本科,工程学,6,100-500,公共部门,从未,65,否
93739,柳县,男,无相关经验,无,本科,教育学,11,<10,公共部门,1,217,否
38761,建平县,,有相关经验,非全日制,高中,经济学,10,10-49,非政府组织,2,41,否
36227,英县,男,无相关经验,无,硕士,教育学,17,10-49,融资创业公司,>4,38,否
69649,颖市,女,无相关经验,无,硕士,其他,>20,10-49,其他,2,223,否
47167,伟市,男,无相关经验,无,专科,无主修,7,100-500,早期创业公司,从未,25,否
76897,建平县,男,有相关经验,非全日制,本科,文学,11,<10,其他,1,110,否
9330,林县,,无相关经验,无,专科,教育学,13,100-500,私营公司,1,301,否
22001,兰英市,男,有相关经验,全日制,本科,文学,>20,<10,其他,从未,328,否
82978,杭州县,,无相关经验,无,硕士,其他,4,10-49,融资创业公司,4,136,否
45224,杨市,,有相关经验,无,本科,经济学,7,50-99,早期创业公司,4,165,否
84999,辽阳县,男,有相关经验,全日制,高中,工程学,9,<10,融资创业公司,1,221,否
48897,哈尔滨县,,有相关经验,无,专科,工程学,8,100-500,私营公司,2,4,否
87605,东莞市,女,有相关经验,全日制,硕士,历史学,<1,50-99,融资创业公司,1,288,否
15412,红梅市,女,有相关经验,非全日制,专科,哲学,1,100-500,早期创业公司,2,163,否
55748,桂英县,,无相关经验,全日制,本科,无主修,17,<10,非政府组织,1,253,否
5438,银川县,女,无相关经验,全日制,高中,其他,16,<10,早期创业公司,4,126,否
34726,昆明县,,无相关经验,全日制,硕士,经济学,18,<10,其他,3,201,否
55622,俊县,女,有相关经验,无,硕士,工程学,<1,100-500,公共部门,从未,243,是
8194,北镇县,女,无相关经验,非全日制,专科,理学,6,10-49,私营公司,1,110,否
80453,成都市,男,无相关经验,全日制,本科,其他,8,50-99,其他,从未,325,否
25859,超市,,无相关经验,无,专科,理学,7,50-99,非政府组织,>4,78,否
10046,鑫市,,无相关经验,无,专科,工程学,13,<10,私营公司,从未,142,否
10692,南宁县,男,有相关经验,非全日制,高中,经济学,4,10-49,融资创业公司,2,128,否
32460,成都县,女,有相关经验,全日制,专科,工程学,16,100-500,融资创业公司,从未,86,否
96201,辛集县,女,无相关经验,全日制,高中,其他,4,100-500,早期创业公司,4,83,否
69443,秀梅县,,有相关经验,无,硕士,无主修,14,50-99,非政府组织,4,35,否
58440,帆县,,无相关经验,非全日制,高中,文学,11,100-500,非政府组织,从未,283,否
58253,济南市,男,无相关经验,全日制,专科,管理学,2,100-500,私营公司,1,29,否
22191,坤县,,无相关经验,全日制,硕士,理学,20,10-49,公共部门,2,232,否
20659,红梅县,,有相关经验,无,高中,哲学,16,10-49,非政府组织,从未,81,否
59251,娜县,男,无相关经验,无,专科,历史学,2,100-500,早期创业公司,>4,22,否
33797,婷县,,无相关经验,全日制,专科,历史学,15,10-49,融资创业公司,1,51,否
77019,秀芳市,男,有相关经验,无,高中,教育学,9,<10,私营公司,2,66,否
73926,兴安盟市,男,无相关经验,无,高中,哲学,19,50-99,非政府组织,4,300,否
97574,桂英市,男,有相关经验,全日制,本科,艺术学,16,<10,融资创业公司,>4,28,否
36564,霞市,男,有相关经验,全日制,硕士,医学,5,50-99,其他,3,134,否
12999,沈阳市,,有相关经验,无,硕士,文学,3,100-500,非政府组织,1,196,否
22659,郑州县,男,无相关经验,全日制,本科,经济学,19,50-99,融资创业公司,4,260,否
86682,峰市,男,有相关经验,非全日制,本科,艺术学,15,50-99,私营公司,从未,29,否
60864,文县,女,有相关经验,无,高中,文学,14,10-49,早期创业公司,4,63,否
25347,莹市,男,无相关经验,无,本科,教育学,1,10-49,融资创业公司,从未,130,否
25961,石家庄县,男,无相关经验,非全日制,专科,哲学,6,<10,融资创业公司,从未,213,否
11427,鹏县,女,无相关经验,非全日制,本科,文学,20,10-49,融资创业公司,3,165,否
55692,玲县,女,有相关经验,无,专科,理学,>20,100-500,非政府组织,2,38,否
72992,帆县,男,无相关经验,全日制,高中,管理学,12,100-500,早期创业公司,从未,125,否
85924,台北县,,无相关经验,非全日制,硕士,无主修,19,100-500,非政府组织,2,137,否
65625,嘉禾县,男,有相关经验,无,专科,管理学,<1,<10,非政府组织,1,317,否
38041,北京市,,有相关经验,非全日制,专科,历史学,18,<10,其他,1,280,否
84820,建国市,,无相关经验,非全日制,高中,历史学,4,<10,非政府组织,2,323,否
26644,琴市,女,有相关经验,无,专科,文学,18,10-49,非政府组织,3,31,否
39525,倩县,女,无相关经验,全日制,本科,历史学,11,50-99,早期创业公司,3,125,否
59471,建市,男,无相关经验,全日制,高中,无主修,3,100-500,融资创业公司,1,241,否
1517,秀芳市,女,有相关经验,全日制,本科,其他,6,10-49,其他,3,272,否
962,淑兰县,男,有相关经验,无,硕士,医学,18,<10,公共部门,3,129,否
45114,呼和浩特市,,无相关经验,无,本科,理学,12,<10,早期创业公司,2,66,否
38688,娜县,女,有相关经验,全日制,本科,经济学,4,10-49,公共部门,4,289,否
57155,小红市,,无相关经验,无,本科,经济学,13,<10,非政府组织,3,161,否
7507,大冶县,男,有相关经验,全日制,硕士,教育学,1,<10,私营公司,>4,266,否
57767,通辽市,女,有相关经验,无,本科,哲学,9,50-99,其他,>4,274,否
49289,福州县,,无相关经验,全日制,高中,艺术学,3,50-99,公共部门,>4,14,否
3371,玉兰县,,有相关经验,非全日制,专科,历史学,>20,<10,早期创业公司,1,83,否
68669,成县,,无相关经验,全日制,高中,其他,19,10-49,非政府组织,从未,335,否
87230,北镇县,男,无相关经验,非全日制,高中,历史学,20,10-49,公共部门,4,51,否
54279,敏县,男,有相关经验,非全日制,专科,其他,9,100-500,早期创业公司,1,166,否
43827,巢湖县,,有相关经验,无,本科,工程学,7,<10,其他,4,113,是
44690,乌鲁木齐县,男,有相关经验,非全日制,专科,艺术学,16,10-49,其他,4,85,否
50829,玉华县,男,有相关经验,全日制,硕士,无主修,2,100-500,非政府组织,2,201,否
53899,建国县,男,有相关经验,全日制,本科,无主修,1,10-49,融资创业公司,1,215,否
17572,柳县,男,无相关经验,非全日制,本科,其他,8,<10,非政府组织,>4,105,否
53883,玉珍县,男,无相关经验,无,专科,管理学,12,10-49,非政府组织,4,198,否
56816,文县,男,有相关经验,非全日制,高中,管理学,12,10-49,其他,1,125,否
84965,杰市,男,有相关经验,非全日制,专科,哲学,>20,100-500,私营公司,2,20,否
24636,长沙县,女,无相关经验,非全日制,专科,其他,2,100-500,非政府组织,3,125,否
33948,旭市,,无相关经验,非全日制,硕士,文学,18,10-49,早期创业公司,1,149,否
45880,阳市,男,无相关经验,非全日制,硕士,医学,12,50-99,早期创业公司,3,241,否
97605,阜新县,女,无相关经验,无,硕士,教育学,18,100-500,早期创业公司,>4,219,否
1467,张家港市,,无相关经验,全日制,本科,工程学,7,50-99,融资创业公司,4,63,否
