报名者编号,城市,性别,相关经验,报名大学,教育水平,主修学科,经验年限,公司规模,公司类型,最近一次新工作,培训时长
29580,建华县,女,无相关经验,无,本科,无主修,4,10000+,早期创业公司,1,172
66773,海口县,男,无相关经验,非全日制,硕士,文学,15,1000-4999,早期创业公司,>4,179
49197,桂芝市,男,无相关经验,全日制,专科,工程学,19,50-99,早期创业公司,4,66
31855,南京县,男,无相关经验,非全日制,硕士,无主修,8,10000+,其他,>4,273
20498,海口市,女,有相关经验,非全日制,高中,哲学,14,50-99,私营公司,1,127
43250,飞市,其他,有相关经验,无,本科,工程学,18,50-99,早期创业公司,1,177
97749,丽华市,男,有相关经验,全日制,本科,哲学,9,10000+,非政府组织,从未,25
35656,亮市,其他,有相关经验,非全日制,本科,哲学,12,<10,非政府组织,2,96
44053,玲市,女,有相关经验,非全日制,博士,文学,6,10-49,非政府组织,2,123
21290,彬市,女,有相关经验,无,本科,工程学,18,100-500,公共部门,>4,64
92561,健县,男,无相关经验,全日制,专科,理学,7,100-500,其他,>4,172
85194,建县,其他,有相关经验,非全日制,硕士,医学,1,10-49,私营公司,1,70
9208,建国市,男,无相关经验,全日制,本科,经济学,2,1000-4999,私营公司,>4,300
11450,六盘水市,女,有相关经验,全日制,博士,经济学,9,10-49,私营公司,4,25
59915,丽娟市,女,无相关经验,全日制,本科,文学,7,10000+,非政府组织,>4,42
60732,宜都市,男,无相关经验,全日制,博士,教育学,<1,500-999,私营公司,4,248
21250,柳州市,男,有相关经验,非全日制,本科,理学,1,1000-4999,早期创业公司,1,4
57125,凤兰市,男,有相关经验,无,博士,历史学,18,50-99,早期创业公司,1,322
35555,合山县,男,无相关经验,全日制,高中,其他,1,1000-4999,融资创业公司,3,204
54110,云市,男,有相关经验,全日制,高中,理学,14,500-999,非政府组织,3,201
37481,柳市,其他,有相关经验,非全日制,博士,文学,18,10000+,融资创业公司,从未,324
12224,秀兰市,女,有相关经验,全日制,专科,艺术学,5,<10,其他,4,204
38987,秀梅县,男,有相关经验,无,硕士,历史学,13,5000-9999,早期创业公司,>4,125
42393,关岭县,女,无相关经验,无,本科,经济学,4,100-500,公共部门,2,250
75086,南京市,女,有相关经验,无,本科,管理学,7,<10,早期创业公司,3,131
3719,银川市,其他,有相关经验,无,硕士,医学,12,100-500,早期创业公司,3,115
51926,宁市,其他,无相关经验,非全日制,高中,无主修,16,1000-4999,私营公司,3,232
72734,伟市,女,无相关经验,无,本科,医学,6,10000+,融资创业公司,从未,23
25595,伟市,女,有相关经验,无,本科,其他,1,500-999,融资创业公司,从未,168
2776,林市,女,有相关经验,全日制,专科,哲学,5,5000-9999,非政府组织,3,57
80078,关岭市,男,无相关经验,非全日制,本科,艺术学,16,10000+,早期创业公司,3,256
55789,帅县,其他,无相关经验,全日制,高中,无主修,10,100-500,非政府组织,从未,178
61224,瑞县,女,有相关经验,全日制,高中,医学,6,5000-9999,融资创业公司,3,249
82374,深圳县,其他,有相关经验,全日制,高中,无主修,<1,10-49,公共部门,3,90
32199,凤英县,其他,无相关经验,无,专科,工程学,15,<10,非政府组织,1,278
10169,彬市,其他,有相关经验,全日制,高中,医学,4,10000+,公共部门,4,39
26633,想县,女,无相关经验,无,高中,无主修,16,100-500,融资创业公司,从未,267
78514,郑州市,其他,有相关经验,无,博士,教育学,20,500-999,早期创业公司,4,324
34462,兰英市,其他,有相关经验,全日制,高中,无主修,3,500-999,公共部门,3,276
47629,广州市,其他,无相关经验,非全日制,专科,历史学,1,10000+,融资创业公司,1,12
2020,银川县,女,无相关经验,全日制,专科,经济学,20,5000-9999,其他,>4,220
65460,玉市,男,有相关经验,非全日制,专科,艺术学,8,<10,私营公司,>4,26
88807,宁德市,其他,有相关经验,无,博士,管理学,13,10000+,私营公司,从未,227
95306,建军县,女,无相关经验,无,硕士,教育学,17,<10,非政府组织,3,200
56471,兴安盟市,女,有相关经验,非全日制,硕士,历史学,1,<10,早期创业公司,1,314
95834,上海县,女,有相关经验,无,专科,艺术学,7,5000-9999,早期创业公司,从未,128
10337,龙县,男,有相关经验,全日制,专科,其他,17,100-500,私营公司,1,284
63178,玉英市,女,有相关经验,全日制,硕士,工程学,18,<10,非政府组织,>4,217
7270,沈阳市,男,无相关经验,非全日制,博士,管理学,16,10000+,融资创业公司,>4,236
59636,瑞县,其他,有相关经验,全日制,专科,理学,10,100-500,非政府组织,1,290
2376,淑华县,女,有相关经验,无,高中,管理学,16,<10,其他,4,128
91371,东莞市,其他,无相关经验,非全日制,博士,艺术学,13,1000-4999,融资创业公司,>4,302
10544,武汉县,女,无相关经验,非全日制,硕士,教育学,4,10000+,公共部门,1,76
62348,兰州市,女,无相关经验,无,高中,其他,12,500-999,公共部门,3,333
10444,宁德市,男,有相关经验,全日制,博士,工程学,<1,500-999,其他,2,287
64603,梧州县,女,无相关经验,全日制,硕士,哲学,2,10000+,公共部门,4,158
2654,齐齐哈尔县,男,无相关经验,非全日制,专科,历史学,12,100-500,早期创业公司,从未,1
13487,嘉禾市,女,无相关经验,全日制,专科,哲学,19,10000+,私营公司,4,125
72617,合山县,男,有相关经验,全日制,本科,管理学,5,5000-9999,非政府组织,2,235
6165,武汉县,女,无相关经验,无,博士,哲学,2,500-999,公共部门,从未,54
13696,沈阳县,其他,有相关经验,无,专科,工程学,16,1000-4999,私营公司,>4,188
12789,大冶市,其他,有相关经验,无,硕士,艺术学,10,5000-9999,融资创业公司,4,8
92244,巢湖市,女,无相关经验,全日制,硕士,医学,8,5000-9999,早期创业公司,4,159
54194,宇县,男,有相关经验,无,本科,经济学,9,50-99,私营公司,4,32
42931,关岭市,女,无相关经验,非全日制,专科,无主修,1,500-999,其他,2,188
80261,莉市,女,有相关经验,全日制,硕士,理学,6,10000+,其他,4,135
11859,浩县,女,无相关经验,非全日制,博士,文学,2,10000+,其他,3,302
86004,欣市,其他,无相关经验,全日制,高中,经济学,14,1000-4999,早期创业公司,从未,165
45322,太原县,女,有相关经验,无,高中,文学,8,100-500,非政府组织,4,87
91926,慧县,女,有相关经验,非全日制,博士,文学,9,1000-4999,公共部门,1,42
26291,张家港县,其他,有相关经验,全日制,博士,医学,19,500-999,早期创业公司,4,235
74880,宜都县,女,有相关经验,非全日制,高中,历史学,15,100-500,其他,>4,112
18959,香港县,女,无相关经验,无,博士,其他,16,1000-4999,融资创业公司,2,242
19056,桂芳县,其他,有相关经验,全日制,专科,工程学,15,<10,融资创业公司,3,16
1986,辉县,男,无相关经验,无,硕士,医学,9,5000-9999,非政府组织,>4,203
6318,玉梅县,其他,有相关经验,非全日制,博士,管理学,13,5000-9999,融资创业公司,4,270
65890,惠州市,女,有相关经验,非全日制,本科,文学,12,5000-9999,融资创业公司,1,22
45434,台北县,其他,无相关经验,无,专科,经济学,18,10000+,早期创业公司,1,57
27587,巢湖市,其他,有相关经验,全日制,高中,管理学,17,500-999,融资创业公司,2,246
37986,淑英市,其他,有相关经验,非全日制,博士,其他,4,50-99,其他,3,163
76159,东莞市,男,无相关经验,非全日制,博士,文学,10,10000+,公共部门,4,248
19215,彬县,其他,无相关经验,无,硕士,文学,11,100-500,私营公司,>4,192
94469,冬梅县,其他,无相关经验,无,硕士,无主修,14,10000+,融资创业公司,1,286
47364,瑜市,女,有相关经验,无,高中,其他,10,500-999,私营公司,2,102
28811,海燕市,其他,无相关经验,非全日制,高中,经济学,10,100-500,早期创业公司,2,176
9263,张家港市,女,无相关经验,非全日制,硕士,教育学,7,<10,早期创业公司,1,143
65457,淮安市,女,无相关经验,全日制,专科,工程学,20,1000-4999,其他,1,254
31566,西安市,其他,无相关经验,无,硕士,管理学,16,1000-4999,公共部门,从未,27
54799,广州市,女,无相关经验,无,博士,哲学,3,5000-9999,非政府组织,4,22
16588,澳门市,女,有相关经验,全日制,专科,文学,19,10000+,早期创业公司,1,100
99915,澳门市,女,有相关经验,全日制,专科,管理学,11,10000+,非政府组织,1,126
54130,南宁县,女,有相关经验,全日制,硕士,医学,11,100-500,私营公司,从未,80
73011,巢湖县,女,有相关经验,非全日制,博士,无主修,6,100-500,私营公司,>4,102
17394,婷婷县,其他,无相关经验,全日制,博士,艺术学,12,100-500,其他,3,44
65545,琳市,女,无相关经验,无,硕士,管理学,2,10-49,早期创业公司,3,136
35853,成县,其他,有相关经验,全日制,博士,医学,14,10-49,非政府组织,4,249
87382,宁县,其他,有相关经验,非全日制,本科,管理学,9,5000-9999,非政府组织,2,29
21405,龙县,其他,无相关经验,无,专科,哲学,6,50-99,其他,2,281
52413,玉市,女,无相关经验,全日制,高中,哲学,<1,50-99,其他,>4,322
10909,北镇市,男,有相关经验,无,高中,医学,7,<10,融资创业公司,4,282
99980,兰州县,其他,无相关经验,非全日制,硕士,工程学,19,500-999,融资创业公司,1,325
74617,博市,女,有相关经验,非全日制,高中,管理学,12,10000+,其他,从未,23
27581,呼和浩特县,男,无相关经验,非全日制,专科,哲学,20,1000-4999,其他,1,4
33134,玉英县,男,无相关经验,全日制,硕士,文学,16,<10,非政府组织,2,69
65902,永安市,男,无相关经验,全日制,本科,无主修,2,5000-9999,其他,4,203
90850,艳县,其他,有相关经验,无,本科,教育学,7,5000-9999,公共部门,>4,76
42872,兴城县,女,无相关经验,非全日制,硕士,工程学,7,50-99,私营公司,3,334
44347,石家庄市,女,有相关经验,无,本科,理学,3,<10,早期创业公司,>4,43
56432,重庆市,男,无相关经验,全日制,本科,教育学,9,10000+,非政府组织,>4,271
25040,南昌县,女,有相关经验,无,高中,教育学,16,<10,非政府组织,从未,50
27639,拉萨市,男,无相关经验,无,高中,无主修,15,10-49,非政府组织,1,213
49709,嘉禾县,男,有相关经验,无,本科,文学,18,50-99,私营公司,从未,314
9756,六安市,女,无相关经验,全日制,专科,工程学,18,5000-9999,早期创业公司,1,225
97346,洋县,男,有相关经验,全日制,博士,教育学,5,1000-4999,融资创业公司,2,227
38069,冬梅县,男,有相关经验,全日制,高中,经济学,9,50-99,私营公司,>4,51
44786,婷婷市,男,无相关经验,非全日制,专科,医学,2,100-500,其他,从未,43
6172,荆门县,男,有相关经验,无,高中,艺术学,3,<10,其他,2,214
38817,长沙市,女,有相关经验,非全日制,本科,艺术学,12,500-999,其他,2,51
47670,欣市,男,无相关经验,全日制,本科,工程学,20,100-500,其他,>4,26
95874,郑州市,其他,有相关经验,全日制,专科,医学,10,100-500,非政府组织,2,27
98622,银川市,女,无相关经验,全日制,高中,哲学,3,50-99,公共部门,1,222
59896,六安县,男,无相关经验,非全日制,本科,艺术学,14,10-49,早期创业公司,3,229
46706,西宁县,男,无相关经验,无,本科,无主修,2,5000-9999,非政府组织,4,205
33554,波县,女,无相关经验,无,高中,医学,4,5000-9999,早期创业公司,4,89
35986,辉市,男,无相关经验,非全日制,高中,无主修,1,100-500,融资创业公司,>4,153
43335,大冶县,其他,无相关经验,非全日制,博士,其他,20,100-500,非政府组织,1,233
20137,兵县,女,无相关经验,无,博士,无主修,17,100-500,其他,3,317
45374,楠市,女,有相关经验,无,博士,理学,16,50-99,早期创业公司,4,153
72514,梧州市,其他,无相关经验,非全日制,高中,历史学,17,5000-9999,公共部门,4,43
2086,石家庄县,女,有相关经验,无,硕士,哲学,1,5000-9999,非政府组织,从未,154
8392,娟县,女,无相关经验,无,专科,管理学,4,5000-9999,非政府组织,4,107
57700,磊市,其他,有相关经验,非全日制,博士,文学,10,10000+,早期创业公司,2,118
59941,杨县,男,有相关经验,无,本科,无主修,1,10-49,私营公司,>4,122
76402,冬梅县,男,无相关经验,全日制,高中,无主修,1,10000+,其他,>4,63
20270,深圳市,其他,有相关经验,无,硕士,教育学,11,50-99,早期创业公司,>4,98
2492,兴安盟市,其他,无相关经验,非全日制,本科,其他,6,50-99,早期创业公司,从未,306
36022,拉萨县,其他,有相关经验,非全日制,专科,医学,<1,<10,非政府组织,>4,180
59921,太原市,男,无相关经验,非全日制,专科,理学,6,10000+,其他,1,280
84228,北京县,男,有相关经验,无,硕士,其他,4,10000+,公共部门,>4,176
89675,潮州县,其他,有相关经验,全日制,专科,经济学,10,10-49,早期创业公司,4,287
96034,浩市,男,无相关经验,全日制,硕士,艺术学,14,5000-9999,融资创业公司,3,265
22188,呼和浩特市,男,有相关经验,无,高中,文学,9,500-999,融资创业公司,2,315
79612,佛山县,男,有相关经验,非全日制,高中,文学,>20,500-999,其他,3,53
16730,洋市,其他,无相关经验,非全日制,博士,医学,18,100-500,早期创业公司,1,88
90159,乌鲁木齐县,男,有相关经验,无,高中,文学,20,10-49,非政府组织,3,45
82987,斌县,女,有相关经验,非全日制,高中,医学,18,50-99,早期创业公司,从未,28
56358,玉英市,其他,有相关经验,全日制,博士,无主修,1,1000-4999,早期创业公司,2,221
52998,大冶市,其他,有相关经验,全日制,专科,艺术学,8,1000-4999,早期创业公司,>4,79
96806,辉市,男,无相关经验,非全日制,本科,文学,1,500-999,私营公司,2,167
65240,杭州县,其他,无相关经验,非全日制,本科,教育学,9,10-49,融资创业公司,1,335
76591,楠市,男,有相关经验,非全日制,硕士,经济学,14,500-999,公共部门,1,198
65154,佳县,其他,无相关经验,无,高中,哲学,10,10000+,早期创业公司,4,102
30843,呼和浩特县,女,有相关经验,全日制,硕士,历史学,10,500-999,私营公司,3,234
88080,广州县,其他,无相关经验,非全日制,硕士,哲学,7,500-999,融资创业公司,1,173
44175,兵县,其他,无相关经验,非全日制,硕士,医学,3,100-500,公共部门,从未,52
14890,凤兰市,其他,有相关经验,无,本科,其他,16,1000-4999,融资创业公司,1,236
8616,辽阳市,女,有相关经验,无,博士,哲学,5,10-49,其他,>4,34
56921,建市,男,有相关经验,全日制,高中,管理学,9,50-99,私营公司,3,197
70111,超市,女,有相关经验,非全日制,专科,无主修,14,10-49,融资创业公司,3,176
25223,凤英县,男,有相关经验,无,硕士,文学,20,5000-9999,非政府组织,>4,53
45398,磊县,男,无相关经验,全日制,博士,艺术学,7,<10,早期创业公司,1,266
55681,桂芝市,男,无相关经验,非全日制,专科,经济学,6,500-999,融资创业公司,>4,97
99363,合肥县,男,无相关经验,全日制,硕士,医学,17,500-999,融资创业公司,2,313
1794,东市,男,无相关经验,全日制,硕士,文学,2,100-500,私营公司,>4,52
