city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
天津市,0.915,男,无相关经验,全日制课程,本科,理工科,,,,从未,12,0.0
西藏自治区,0.804,男,无相关经验,未入学,硕士,商学,,50-99人,私营公司,1年内,20,0.0
甘肃省,0.939,男,有相关经验,未入学,本科,理工科,超过20年,少于10人,私营公司,超过4年,31,0.0
宁夏回族自治区,0.923,其他,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,30,0.0
天津市,0.624,男,有相关经验,未入学,本科,理工科,少于1年,50-99人,私营公司,1年内,109,1.0
青海省,0.92,男,有相关经验,未入学,本科,理工科,,5000-9999人,私营公司,,160,0.0
山东省,0.92,,有相关经验,未入学,本科,理工科,,50-99人,私营公司,超过4年,31,0.0
安徽省,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,,,超过4年,70,0.0
香港特别行政区,0.91,,无相关经验,未入学,,,,,,,68,0.0
上海市,0.926,男,有相关经验,未入学,本科,理工科,,50-99人,,,43,0.0
新疆维吾尔自治区,0.92,,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,118,0.0
四川省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,,54,0.0
贵州省,0.624,男,有相关经验,未入学,硕士,理工科,,10-49人,私营公司,,8,1.0
重庆市,0.8270000000000001,,有相关经验,全日制课程,本科,理工科,,500-999人,,1年内,140,0.0
贵州省,0.624,,有相关经验,全日制课程,本科,理工科,,,,1年内,66,1.0
吉林省,0.92,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,,148,0.0
海南省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,10,1.0
海南省,0.802,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,从未,108,0.0
宁夏回族自治区,0.92,男,有相关经验,非全日制课程,高中,,,,公共部门,,134,1.0
上海市,0.92,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,63,0.0
湖南省,0.624,女,有相关经验,未入学,本科,理工科,,10000人以上,,1年内,58,0.0
陕西省,0.738,男,无相关经验,全日制课程,本科,其他,,100-500人,私营公司,1年内,8,0.0
广东省,0.92,男,有相关经验,,本科,理工科,超过20年,,,1年内,122,0.0
香港特别行政区,0.926,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,72,0.0
吉林省,0.55,男,有相关经验,未入学,本科,理工科,少于1年,100-500人,私营公司,1年内,50,1.0
广西壮族自治区,0.939,男,有相关经验,未入学,本科,理工科,超过20年,1000-4999人,私营公司,超过4年,20,1.0
福建省,0.926,男,有相关经验,未入学,本科,理工科,,5000-9999人,非政府组织,,4,0.0
山西省,0.6659999999999999,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,280,0.0
北京市,0.682,女,无相关经验,全日制课程,本科,无专业,,,,从未,140,1.0
上海市,0.91,男,无相关经验,全日制课程,高中,,,,,从未,204,0.0
湖北省,0.848,,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,38,0.0
湖南省,0.7659999999999999,男,无相关经验,全日制课程,本科,理工科,,,,1年内,210,1.0
内蒙古自治区,0.893,男,有相关经验,未入学,,,,10-49人,私营公司,1年内,114,0.0
安徽省,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,超过4年,167,0.0
广东省,0.91,,有相关经验,未入学,本科,理工科,超过20年,,私营公司,超过4年,56,0.0
湖北省,0.92,,无相关经验,未入学,硕士,其他,,,,,21,0.0
湖南省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,6,0.0
广东省,0.939,,有相关经验,未入学,硕士,理工科,,5000-9999人,非政府组织,1年内,9,0.0
新疆维吾尔自治区,0.624,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,316,0.0
山东省,0.804,,无相关经验,,本科,理工科,,10000人以上,私营公司,1年内,37,0.0
香港特别行政区,0.624,女,有相关经验,未入学,本科,理工科,,,,超过4年,88,1.0
山西省,0.92,其他,无相关经验,全日制课程,本科,其他,,少于10人,非政府组织,1年内,2,0.0
江西省,0.92,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,102,0.0
江西省,0.92,男,有相关经验,未入学,博士,理工科,超过20年,10000人以上,公共部门,1年内,33,0.0
台湾省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,5000-9999人,私营公司,,25,0.0
安徽省,0.913,男,有相关经验,未入学,硕士,理工科,超过20年,,,1年内,77,0.0
澳门特别行政区,0.926,男,无相关经验,未入学,硕士,理工科,,10000人以上,非政府组织,,18,0.0
黑龙江省,0.92,男,有相关经验,未入学,本科,理工科,,5000-9999人,,1年内,206,0.0
内蒙古自治区,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,10000人以上,私营公司,,7,0.0
四川省,0.698,男,有相关经验,未入学,本科,理工科,,少于10人,私营公司,,4,0.0
四川省,0.926,男,无相关经验,全日制课程,,,,10-49人,私营公司,1年内,45,0.0
广西壮族自治区,0.92,男,无相关经验,全日制课程,硕士,其他,,,私营公司,从未,188,0.0
浙江省,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,56,0.0
四川省,0.624,,有相关经验,未入学,本科,理工科,,500-999人,私营公司,从未,99,0.0
重庆市,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,16,0.0
湖南省,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,1年内,64,0.0
甘肃省,0.91,,有相关经验,未入学,,,,,,1年内,102,0.0
上海市,0.92,女,无相关经验,未入学,本科,理工科,,100-500人,非政府组织,1年内,54,0.0
湖北省,0.624,,无相关经验,全日制课程,硕士,理工科,,,,从未,53,1.0
台湾省,0.804,男,无相关经验,全日制课程,本科,理工科,,,,1年内,29,0.0
西藏自治区,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,,56,0.0
福建省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,,,1年内,47,1.0
四川省,0.924,,有相关经验,未入学,本科,理工科,,,,1年内,108,0.0
广西壮族自治区,0.903,男,无相关经验,全日制课程,高中,,,,融资创业公司,1年内,28,0.0
贵州省,0.92,,有相关经验,未入学,本科,无专业,超过20年,50-99人,私营公司,,79,0.0
甘肃省,0.913,男,无相关经验,全日制课程,高中,,,500-999人,公共部门,,26,1.0
澳门特别行政区,0.624,男,无相关经验,全日制课程,高中,,少于1年,,,从未,96,0.0
新疆维吾尔自治区,0.92,男,无相关经验,全日制课程,硕士,理工科,,,,,29,1.0
香港特别行政区,0.624,男,有相关经验,未入学,硕士,其他,,10000人以上,私营公司,,13,1.0
广西壮族自治区,0.843,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,24,0.0
宁夏回族自治区,0.91,男,有相关经验,未入学,博士,理工科,,100-500人,私营公司,,58,0.0
湖北省,0.698,男,有相关经验,未入学,本科,理工科,,少于10人,融资创业公司,1年内,25,0.0
河南省,0.647,男,有相关经验,非全日制课程,硕士,理工科,,10-49人,,从未,24,0.0
河北省,0.924,男,有相关经验,未入学,本科,理工科,,50-99人,,1年内,166,0.0
江西省,0.926,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,8,0.0
辽宁省,0.926,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,,5,0.0
上海市,0.698,男,无相关经验,全日制课程,本科,理工科,,,,从未,14,0.0
香港特别行政区,0.926,男,有相关经验,未入学,硕士,理工科,超过20年,10000人以上,私营公司,超过4年,328,0.0
浙江省,0.923,男,有相关经验,非全日制课程,硕士,人文学科,,10000人以上,私营公司,1年内,52,0.0
海南省,0.92,男,无相关经验,未入学,,,,,,从未,190,0.0
天津市,0.754,,有相关经验,未入学,高中,,超过20年,10000人以上,公共部门,,116,0.0
贵州省,0.624,女,有相关经验,全日制课程,硕士,理工科,,100-500人,私营公司,超过4年,8,1.0
青海省,0.92,男,无相关经验,未入学,本科,理工科,,10000人以上,私营公司,从未,7,1.0
青海省,0.884,男,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,1年内,69,0.0
宁夏回族自治区,0.897,男,有相关经验,未入学,硕士,无专业,,少于10人,私营公司,,31,0.0
青海省,0.698,,有相关经验,未入学,本科,理工科,,,,1年内,39,0.0
湖北省,0.926,男,有相关经验,非全日制课程,本科,理工科,,10-49人,融资创业公司,1年内,45,0.0
香港特别行政区,0.897,男,有相关经验,未入学,硕士,理工科,,,,超过4年,76,0.0
上海市,0.92,男,有相关经验,未入学,本科,理工科,超过20年,,,,59,1.0
西藏自治区,0.754,男,有相关经验,未入学,本科,理工科,超过20年,,,,33,0.0
甘肃省,0.89,,有相关经验,未入学,本科,理工科,,100-500人,私营公司,超过4年,254,0.0
贵州省,0.926,男,无相关经验,全日制课程,本科,理工科,,10000人以上,私营公司,1年内,17,0.0
江苏省,0.843,男,有相关经验,未入学,硕士,理工科,超过20年,少于10人,私营公司,超过4年,56,0.0
广西壮族自治区,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,82,0.0
重庆市,0.795,,有相关经验,全日制课程,小学,,,50-99人,私营公司,1年内,30,0.0
辽宁省,0.926,,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,,15,0.0
上海市,0.92,女,无相关经验,未入学,本科,理工科,,,公共部门,1年内,28,0.0
台湾省,0.804,男,有相关经验,未入学,本科,人文学科,超过20年,,,1年内,160,0.0
陕西省,0.926,男,有相关经验,全日制课程,本科,理工科,,100-500人,私营公司,,17,0.0
天津市,0.802,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,10,0.0
吉林省,0.743,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,,166,0.0
吉林省,0.923,男,有相关经验,未入学,硕士,理工科,,5000-9999人,私营公司,1年内,78,0.0
云南省,0.682,男,有相关经验,,硕士,理工科,,50-99人,私营公司,1年内,68,1.0
陕西省,0.624,男,有相关经验,未入学,硕士,理工科,,500-999人,私营公司,1年内,23,0.0
山西省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,,64,0.0
山西省,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,3,1.0
西藏自治区,0.878,男,无相关经验,全日制课程,本科,理工科,,,,1年内,21,1.0
陕西省,0.924,,有相关经验,未入学,本科,理工科,,,,,64,0.0
安徽省,0.624,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,69,1.0
贵州省,0.7959999999999999,男,有相关经验,未入学,小学,,,,,,96,0.0
四川省,0.92,男,有相关经验,未入学,本科,理工科,,,,,62,0.0
江苏省,0.855,男,无相关经验,未入学,硕士,理工科,,少于10人,私营公司,超过4年,246,0.0
贵州省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,44,0.0
青海省,0.92,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,154,0.0
河北省,0.55,男,有相关经验,未入学,本科,理工科,,10-49人,公共部门,1年内,42,1.0
内蒙古自治区,0.754,男,有相关经验,未入学,本科,理工科,,,,,56,1.0
江西省,0.855,男,无相关经验,全日制课程,高中,,,,,1年内,20,1.0
台湾省,0.7879999999999999,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,222,0.0
河南省,0.624,,有相关经验,未入学,本科,理工科,,,,1年内,18,1.0
河南省,0.895,男,有相关经验,未入学,硕士,理工科,,50-99人,融资创业公司,1年内,81,0.0
云南省,0.624,,有相关经验,未入学,本科,理工科,少于1年,10000人以上,私营公司,从未,25,0.0
湖北省,0.698,男,有相关经验,全日制课程,硕士,理工科,,,,,138,1.0
重庆市,0.698,,有相关经验,全日制课程,高中,,,,,1年内,43,1.0
天津市,0.804,男,有相关经验,全日制课程,本科,商学,,少于10人,私营公司,1年内,52,1.0
海南省,0.899,男,有相关经验,全日制课程,本科,理工科,,10000人以上,私营公司,,69,0.0
江苏省,0.8270000000000001,男,有相关经验,未入学,硕士,理工科,,,,,48,0.0
广东省,0.926,男,无相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,67,0.0
台湾省,0.913,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,74,0.0
贵州省,0.624,,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,246,1.0
山东省,0.897,,有相关经验,未入学,硕士,理工科,超过20年,100-500人,私营公司,1年内,278,0.0
贵州省,0.926,,有相关经验,未入学,本科,理工科,,500-999人,私营公司,1年内,51,0.0
天津市,0.926,男,无相关经验,全日制课程,硕士,理工科,,50-99人,非政府组织,1年内,50,0.0
安徽省,0.926,,有相关经验,未入学,本科,理工科,,10-49人,私营公司,超过4年,72,1.0
山东省,0.804,男,无相关经验,未入学,硕士,商学,,10000人以上,公共部门,,52,0.0
陕西省,0.624,女,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,79,0.0
广东省,0.698,男,有相关经验,非全日制课程,硕士,理工科,,,,,56,1.0
香港特别行政区,0.903,,无相关经验,全日制课程,高中,,,,,从未,122,0.0
湖南省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,10-49人,私营公司,1年内,80,0.0
江苏省,0.743,女,有相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,超过4年,18,0.0
四川省,0.92,男,有相关经验,未入学,本科,商学,,1000-4999人,非政府组织,1年内,48,0.0
江西省,0.91,男,有相关经验,未入学,本科,理工科,,5000-9999人,私营公司,,42,0.0
河南省,0.91,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,1年内,113,0.0
台湾省,0.698,男,无相关经验,全日制课程,本科,理工科,,,私营公司,从未,12,1.0
湖北省,0.92,男,有相关经验,非全日制课程,本科,理工科,,100-500人,非政府组织,1年内,22,0.0
山东省,0.624,,有相关经验,,本科,理工科,,100-500人,私营公司,,26,1.0
广西壮族自治区,0.92,,无相关经验,,,,,,,从未,174,0.0
浙江省,0.92,,有相关经验,未入学,硕士,理工科,,,,,70,0.0
新疆维吾尔自治区,0.856,,有相关经验,未入学,硕士,其他,,50-99人,私营公司,1年内,95,0.0
四川省,0.843,,无相关经验,全日制课程,本科,理工科,,,,,28,0.0
天津市,0.624,男,有相关经验,未入学,硕士,理工科,,少于10人,私营公司,超过4年,48,0.0
台湾省,0.55,男,无相关经验,全日制课程,高中,,,,,从未,23,0.0
西藏自治区,0.91,男,有相关经验,未入学,本科,理工科,,,,1年内,3,0.0
江西省,0.624,,有相关经验,未入学,本科,理工科,,50-99人,,,19,1.0
吉林省,0.624,男,无相关经验,全日制课程,高中,,,,,从未,73,1.0
江西省,0.92,,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,168,1.0
湖北省,0.624,,无相关经验,非全日制课程,高中,,少于1年,,,从未,50,0.0
福建省,0.923,男,无相关经验,未入学,本科,理工科,,10000人以上,私营公司,超过4年,17,0.0
福建省,0.926,男,有相关经验,非全日制课程,本科,理工科,,5000-9999人,非政府组织,从未,31,0.0
浙江省,0.893,女,有相关经验,未入学,硕士,理工科,,10-49人,私营公司,1年内,38,0.0
江苏省,0.895,女,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,94,0.0
新疆维吾尔自治区,0.624,,有相关经验,全日制课程,本科,理工科,,50-99人,私营公司,1年内,7,1.0
贵州省,0.624,男,有相关经验,全日制课程,本科,理工科,,100-500人,私营公司,,55,0.0
青海省,0.804,男,无相关经验,全日制课程,本科,理工科,,,,从未,54,0.0
